,Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Vehicle Size,city mpg,Popularity,MSRP
9206,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,35200
9207,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,41035
9208,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,35000
9209,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,Large,16,2031,33960
9210,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,Large,16,2031,46250
9211,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,41750
9212,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,28700
9213,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,45120
9214,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,31630
9215,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,31430
9216,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,38455
9217,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,39780
9218,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,26595
9219,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,Large,16,2031,34180
9220,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,38605
9221,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,35410
9222,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,31840
9223,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,Large,16,2031,37620
9224,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,31640
9225,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,41245
9226,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,Large,16,2031,40815
9227,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,28850
9228,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,41900
9229,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,Large,16,2031,43040
9230,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,39930
9231,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,Large,16,2031,46410
9232,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,37655
9233,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,35210
9234,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,45270
9235,Toyota,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,Large,18,2031,26745
9236,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,29750
9237,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,32740
9238,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,all wheel drive,Large,18,2031,35080
9239,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,all wheel drive,Large,18,2031,43940
9240,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,42800
9241,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,all wheel drive,Large,18,2031,41715
9242,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,38555
9243,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,32540
9244,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,42145
9245,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,39505
9246,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,36310
9247,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,36110
9248,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,40830
9249,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,27645
9250,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,all wheel drive,Large,18,2031,38520
9251,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,Large,19,2031,46170
9252,Toyota,regular unleaded,296.0,6.0,AUTOMATIC,all wheel drive,Large,18,2031,47310
10096,Toyota,regular unleaded,320.0,6.0,AUTOMATIC,rear wheel drive,Compact,16,2031,18255
10097,Toyota,regular unleaded,220.0,6.0,MANUAL,rear wheel drive,Compact,16,2031,14977
10098,Toyota,regular unleaded,320.0,6.0,MANUAL,rear wheel drive,Compact,15,2031,22001
10099,Toyota,regular unleaded,220.0,6.0,MANUAL,rear wheel drive,Compact,16,2031,17320
10100,Toyota,regular unleaded,225.0,6.0,MANUAL,rear wheel drive,Compact,17,2031,20596
10101,Toyota,regular unleaded,320.0,6.0,MANUAL,rear wheel drive,Compact,15,2031,25279
10151,Toyota,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,Large,15,2031,2563
10152,Toyota,regular unleaded,190.0,6.0,MANUAL,four wheel drive,Large,15,2031,2922
10153,Toyota,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,Large,15,2031,2506
10154,Toyota,regular unleaded,150.0,4.0,MANUAL,rear wheel drive,Large,18,2031,2141
10155,Toyota,regular unleaded,190.0,6.0,MANUAL,four wheel drive,Large,15,2031,2802
10156,Toyota,regular unleaded,190.0,6.0,MANUAL,four wheel drive,Large,15,2031,3143
10157,Toyota,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,Large,15,2031,2806
10158,Toyota,regular unleaded,150.0,4.0,MANUAL,rear wheel drive,Large,17,2031,2348
10159,Toyota,regular unleaded,190.0,6.0,MANUAL,four wheel drive,Large,15,2031,3042
10160,Toyota,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,Large,15,2031,2767
10161,Toyota,regular unleaded,150.0,4.0,MANUAL,rear wheel drive,Large,17,2031,2540
10162,Toyota,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,Large,15,2031,3058
10163,Toyota,regular unleaded,190.0,6.0,MANUAL,four wheel drive,Large,15,2031,3586
10164,Toyota,regular unleaded,190.0,6.0,MANUAL,four wheel drive,Large,15,2031,3480
10165,Toyota,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,Large,15,2031,3214
10166,Toyota,regular unleaded,236.0,6.0,MANUAL,four wheel drive,Compact,15,2031,27355
10167,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,23075
10168,Toyota,regular unleaded,236.0,6.0,AUTOMATIC,four wheel drive,Compact,16,2031,27235
10169,Toyota,regular unleaded,159.0,4.0,MANUAL,four wheel drive,Compact,18,2031,24800
10170,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,21865
10171,Toyota,regular unleaded,236.0,6.0,MANUAL,four wheel drive,Compact,15,2031,35725
10172,Toyota,regular unleaded,159.0,4.0,MANUAL,rear wheel drive,Compact,21,2031,20965
10173,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,23625
10174,Toyota,regular unleaded,236.0,6.0,AUTOMATIC,four wheel drive,Compact,16,2031,37615
10175,Toyota,regular unleaded,236.0,6.0,AUTOMATIC,rear wheel drive,Compact,17,2031,25060
10176,Toyota,regular unleaded,236.0,6.0,AUTOMATIC,rear wheel drive,Compact,17,2031,23960
10177,Toyota,regular unleaded,236.0,6.0,MANUAL,four wheel drive,Compact,15,2031,26355
10178,Toyota,regular unleaded,236.0,6.0,AUTOMATIC,four wheel drive,Compact,16,2031,36705
10179,Toyota,regular unleaded,236.0,6.0,MANUAL,four wheel drive,Compact,15,2031,36635
10180,Toyota,regular unleaded,236.0,6.0,AUTOMATIC,four wheel drive,Compact,16,2031,28235
10181,Toyota,regular unleaded,236.0,6.0,AUTOMATIC,four wheel drive,Compact,16,2031,28735
10182,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,22525
10183,Toyota,regular unleaded,236.0,6.0,AUTOMATIC,rear wheel drive,Compact,17,2031,25560
10184,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,four wheel drive,Compact,18,2031,25700
10185,Toyota,regular unleaded,159.0,4.0,MANUAL,four wheel drive,Compact,19,2031,25185
10186,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,29275
10187,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,23660
10188,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,34700
10189,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,31420
10190,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,34090
10191,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,30025
10192,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,33310
10193,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,26635
10194,Toyota,regular unleaded,278.0,6.0,MANUAL,four wheel drive,Compact,17,2031,31680
10195,Toyota,regular unleaded,278.0,6.0,MANUAL,four wheel drive,Compact,17,2031,32460
10197,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,27355
10199,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,35105
10200,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,31920
10201,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,38180
10202,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,28345
10203,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,31125
10204,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,four wheel drive,Compact,19,2031,26735
10205,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,31625
10206,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,four wheel drive,Compact,19,2031,28820
10207,Toyota,regular unleaded,278.0,6.0,MANUAL,four wheel drive,Compact,17,2031,32460
10208,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,28845
10209,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,30530
10211,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,25745
10212,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,24490
10214,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,35315
10215,Toyota,regular unleaded,278.0,6.0,MANUAL,four wheel drive,Compact,17,2031,33075
10216,Toyota,regular unleaded,278.0,6.0,MANUAL,four wheel drive,Compact,17,2031,40760
10217,Toyota,regular unleaded,159.0,4.0,MANUAL,four wheel drive,Compact,19,2031,25645
10218,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,35720
10219,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,33770
10220,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,32765
10221,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,34705
10222,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,27095
10224,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,42760
10226,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,24950
10227,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,29690
10228,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,25730
10230,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,26205
10231,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,31740
10232,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,29735
10233,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,four wheel drive,Compact,19,2031,29280
10235,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,30485
10236,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,28700
10237,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,Compact,19,2031,24120
10238,Toyota,regular unleaded,278.0,6.0,MANUAL,four wheel drive,Compact,17,2031,32390
10239,Toyota,regular unleaded,159.0,4.0,AUTOMATIC,four wheel drive,Compact,19,2031,27195
10240,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,33265
10242,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,38795
10243,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,Compact,18,2031,31875
10244,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,32240
10245,Toyota,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,Compact,19,2031,30190
10272,Ford,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,Large,15,5657,31620
10273,Ford,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,Large,15,5657,28880
10274,Ford,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,Large,16,5657,29770
10275,Ford,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,Large,16,5657,27030
10276,Ford,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,Large,15,5657,32600
10277,Ford,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,Large,16,5657,30750
10278,Ford,regular unleaded,263.0,6.0,AUTOMATIC,front wheel drive,Large,17,5657,32325
10279,Ford,regular unleaded,263.0,6.0,AUTOMATIC,all wheel drive,Large,15,5657,33180
10280,Ford,regular unleaded,263.0,6.0,AUTOMATIC,all wheel drive,Large,15,5657,34175
10281,Ford,regular unleaded,263.0,6.0,AUTOMATIC,front wheel drive,Large,17,5657,31330
10282,Ford,regular unleaded,263.0,6.0,AUTOMATIC,all wheel drive,Large,15,5657,30120
10283,Ford,regular unleaded,263.0,6.0,AUTOMATIC,front wheel drive,Large,17,5657,28270
10284,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,Large,19,5657,29485
10285,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,Large,19,5657,27055
10286,Ford,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,Large,17,5657,40220
10287,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,Large,18,5657,31335
10288,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,Large,18,5657,36255
10289,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,Large,19,5657,34405
10290,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,Large,18,5657,29540
10291,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,Large,18,5657,34460
10292,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,Large,18,5657,27110
10293,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,Large,17,5657,31390
10294,Ford,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,Large,16,5657,40275
10295,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,Large,17,5657,36310
10296,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,Large,18,5657,36855
10297,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,Large,18,5657,29775
10298,Ford,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,Large,16,5657,42520
10299,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,Large,17,5657,31625
10300,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,Large,17,5657,38705
10301,Ford,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,Large,18,5657,27345
10319,Ford,regular unleaded,96.0,4.0,MANUAL,front wheel drive,Compact,21,5657,2000
10321,Ford,regular unleaded,140.0,6.0,MANUAL,front wheel drive,Compact,19,5657,2000
10322,Ford,regular unleaded,96.0,4.0,MANUAL,front wheel drive,Compact,21,5657,2000
10323,Ford,regular unleaded,140.0,6.0,MANUAL,front wheel drive,Compact,19,5657,2000
10324,Ford,regular unleaded,96.0,4.0,MANUAL,front wheel drive,Compact,21,5657,2000
10325,Ford,regular unleaded,96.0,4.0,MANUAL,front wheel drive,Compact,21,5657,2000
10327,Ford,regular unleaded,96.0,4.0,MANUAL,front wheel drive,Compact,21,5657,2000
10328,Ford,regular unleaded,96.0,4.0,MANUAL,front wheel drive,Compact,21,5657,2000
10330,Toyota,regular unleaded,93.0,4.0,MANUAL,front wheel drive,Compact,27,2031,2000
10331,Toyota,regular unleaded,93.0,4.0,MANUAL,front wheel drive,Compact,27,2031,2000
10332,Toyota,regular unleaded,93.0,4.0,MANUAL,front wheel drive,Compact,29,2031,2000
10333,Toyota,regular unleaded,93.0,4.0,MANUAL,front wheel drive,Compact,28,2031,2012
10334,Toyota,regular unleaded,93.0,4.0,MANUAL,front wheel drive,Compact,28,2031,2041
10335,Toyota,regular unleaded,93.0,4.0,MANUAL,front wheel drive,Compact,28,2031,2000
10336,Toyota,regular unleaded,93.0,4.0,MANUAL,front wheel drive,Compact,27,2031,2148
10377,Ford,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,Midsize,16,5657,40355
10378,Ford,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,Midsize,16,5657,36815
10379,Ford,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,Midsize,16,5657,37855
10380,Ford,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,Midsize,16,5657,39310
10381,Ford,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,Midsize,15,5657,37435
10382,Ford,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,Midsize,15,5657,38480
10383,Ford,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,Midsize,16,5657,38355
10384,Ford,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,Midsize,16,5657,39415
10405,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,30225
10406,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,28230
10407,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,33235
10408,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,21,873,37650
10409,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,39625
10410,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,21,873,26255
10411,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,35565
10412,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,21,873,33590
10413,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,21,873,31260
10414,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,21,873,28250
10415,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,21,873,24890
10416,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,36420
10417,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,33365
10418,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,21,873,28700
10419,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,26865
10420,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,21,873,31390
10421,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,21,873,34445
10422,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,30675
10423,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,20,873,30095
10424,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,32070
10425,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,26970
10426,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,34580
10427,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,20,873,24995
10428,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,Compact,20,873,36475
10429,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,20,873,34500
10430,Volkswagen,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,Compact,20,873,32605
10526,Volkswagen,premium unleaded (required),350.0,8.0,AUTOMATIC,all wheel drive,Midsize,12,873,48390
10527,Volkswagen,premium unleaded (required),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,14,873,39300
10528,Volkswagen,diesel,310.0,10.0,AUTOMATIC,all wheel drive,Midsize,15,873,68340
10529,Volkswagen,diesel,221.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,42800
10530,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,14,873,39300
10531,Volkswagen,premium unleaded (recommended),350.0,8.0,AUTOMATIC,all wheel drive,Midsize,13,873,48900
10532,Volkswagen,diesel,240.0,6.0,AUTOMATIC,all wheel drive,Midsize,20,873,62200
10533,Volkswagen,diesel,240.0,6.0,AUTOMATIC,all wheel drive,Midsize,20,873,56670
10534,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,53170
10535,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,48745
10536,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,44705
10537,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,58700
10538,Volkswagen,premium unleaded (recommended),380.0,6.0,AUTOMATIC,all wheel drive,Midsize,20,873,66995
10539,Volkswagen,diesel,240.0,6.0,AUTOMATIC,all wheel drive,Midsize,20,873,52245
10540,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,51450
10541,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,46745
10542,Volkswagen,diesel,240.0,6.0,AUTOMATIC,all wheel drive,Midsize,21,873,54950
10543,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,42705
10544,Volkswagen,diesel,240.0,6.0,AUTOMATIC,all wheel drive,Midsize,21,873,63245
10545,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,59745
10546,Volkswagen,diesel,240.0,6.0,AUTOMATIC,all wheel drive,Midsize,21,873,50245
10547,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,49495
10548,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,52795
10549,Volkswagen,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,Midsize,17,873,60195
10645,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,26710
10646,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,21,5657,23330
10647,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,25185
10648,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,21,5657,22330
10649,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,24710
10651,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,21,5657,23855
10652,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,21,5657,24855
10654,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,29185
10660,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,21,5657,22675
10661,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,25300
10662,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,24825
10663,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,26825
10665,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,21,5657,24200
10668,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,29300
10669,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,21,5657,23675
10672,Ford,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,Compact,21,5657,25200
10675,Ford,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,23900
10676,Ford,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,Compact,19,5657,25585
10677,Ford,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,Compact,19,5657,27590
10678,Ford,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,24425
10679,Ford,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,Compact,19,5657,30215
10681,Ford,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,25425
10682,Ford,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,Compact,19,5657,28215
10683,Ford,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,Compact,19,5657,25590
10685,Ford,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,Compact,20,5657,22900
10691,Ford,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,Large,14,5657,35430
10692,Ford,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,Large,14,5657,40830
